title,id,activity,creation,status
multiprocessing.Queue fails to get() very large objects,8426,2011-08-28.16:32:13,2010-04-16.18:38:05,1
Trivial mingw compile fixes,10504,2011-08-21.11:58:56,2010-11-22.13:20:18,1
Data truncation in expat parser,10149,2011-08-19.12:58:55,2010-10-20.01:43:19,1
"Docs for: import, packages, site.py, .pth files",11553,2011-08-18.16:51:30,2011-03-15.11:39:50,1
Inconsistent use of VOLUME_NAME_* with GetFinalPathNameByHandle,12777,2011-08-18.15:16:48,2011-08-18.14:32:26,1
2to3 crashes when converting doctest using reduce(),12611,2011-08-14.18:01:27,2011-07-22.15:53:01,1
Add function similar to shutil.move that does not overwrite,12741,2011-08-14.06:01:02,2011-08-12.12:41:05,1
explain that locale.getlocale() does not read system's locales,12726,2011-08-12.18:58:24,2011-08-11.09:18:55,1
"""Full unicode import system"" not in 3.2",11230,2011-08-12.13:18:17,2011-02-17.07:10:35,1
shlex behaves unexpected if newlines are not whitespace,7089,2011-08-01.00:58:26,2009-10-09.08:11:52,1
mmap resize fails on anonymous memory,2733,2011-07-27.18:24:10,2008-05-01.17:04:16,1
urllib.URLopener prematurely deletes files on cleanup,12638,2011-07-25.16:57:50,2011-07-25.15:34:57,1
2.7 regression in httplib.py: AttributeError: 'NoneType' object has no attribute 'makefile',8728,2011-07-20.14:36:40,2010-05-15.22:01:20,1
MSVCRT's spawnve/spawnvpe are not thread safe,6476,2011-07-18.23:31:30,2009-07-13.17:11:07,1
sys.stdin.read() doesn't return after first EOF on Windows,5505,2011-07-18.12:17:49,2009-03-18.09:20:28,1
"Have type(n,b,d) check for type(b[i]) is module",11604,2011-07-13.15:18:39,2011-03-19.02:13:57,1
Misc/cheatsheet needs updating,4819,2011-07-13.15:18:36,2009-01-03.13:16:33,1
tkinter.filedialog.askopenfilename XT dialog on Windows 7,12219,2011-07-12.13:20:46,2011-05-30.20:54:40,1
python should inherit the library search path from the compiler for stdlib extensions,12418,2011-07-11.15:53:57,2011-06-27.12:02:18,1
In string.Template it's impossible to transform delimiter in the derived class,12518,2011-07-11.13:13:51,2011-07-08.00:36:49,1
freeze tool cannot handle JSON module properly,9329,2011-07-11.10:36:30,2010-07-22.16:20:55,1
inconsistency behavior in ctypes.c_char_p dereferencing,8161,2011-07-11.00:21:38,2010-03-17.09:09:45,1
Execution model should explain compile vs definition vs execution time,12374,2011-07-09.20:57:38,2011-06-20.15:15:11,1
annotation for class being defined,11339,2011-07-09.20:51:20,2011-02-26.20:23:39,1
Distutils SWIG support blocks use of SWIG -outdir option,4672,2011-07-08.14:37:20,2008-12-15.22:22:31,1
"""with"" statement error message is more confusing in Py2.7",12503,2011-07-08.13:55:37,2011-07-06.03:58:02,1
codecs: StreamWriter issues with stateful codecs after a seek or with append mode,12512,2011-07-07.11:20:54,2011-07-07.11:14:35,1
"problem with packaged dependency extracter script, pdeps",11123,2011-07-05.16:02:48,2011-02-04.22:41:18,1
"The Py_InitModule functions no longer exist, but remain in the docs",12484,2011-07-04.06:50:21,2011-07-04.01:15:05,1
Doctest sees directives in strings when it should only see them in comments,11909,2011-07-04.03:45:34,2011-04-22.19:31:22,1
cgi.py proposals : sys.stdout encoding + rewriting of parsing functions,11066,2011-07-04.01:19:30,2011-01-29.21:15:40,1
autodocument first appearance of ctypes.wintypes constants,11253,2011-07-03.20:10:03,2011-02-20.06:13:45,1
ctypes: need example how to pass raw data from Python,12476,2011-07-03.12:24:43,2011-07-03.08:02:36,1
getsizeof() on code objects is wrong,12414,2011-07-02.13:57:42,2011-06-26.03:53:21,1
"SocketServer.shutdown() does not have ""timeout=None"" parameter",12460,2011-07-01.17:52:48,2011-07-01.09:31:27,1
signal.signal/signal.alarm not working as expected,9504,2011-06-30.17:58:24,2010-08-04.08:33:55,1
dict view values objects are missing tp_richcmp and tp_as_number,12445,2011-06-30.15:00:10,2011-06-30.00:03:10,1
[patch] assert tp_traverse in PyType_GenericAlloc(),1662,2011-06-26.19:56:47,2007-12-19.17:22:01,1
"OS X ""Update Shell Profile"" may not update $PATH if run more than once",5225,2011-06-26.19:03:59,2009-02-12.12:05:45,1
gc.collect() won't always collect as expected,4924,2011-06-26.19:01:19,2009-01-12.13:03:33,1
assertEqual doesn't display newline differences quite well,12038,2011-06-26.15:25:17,2011-05-09.16:36:50,1
install_egg_info fails with UnicodeEncodeError depending on locale,12087,2011-06-22.13:34:23,2011-05-16.12:21:35,1
Add link to PEP 0 for topical index in wiki,12308,2011-06-22.01:36:35,2011-06-10.06:05:37,1
test_sysconfig failure: build a 32-bit Python a 64-bit OS,9436,2011-06-20.20:26:51,2010-07-31.15:53:10,1
Solaris/GCC/shared lib problem,11376,2011-06-20.01:33:37,2011-03-02.16:19:29,1
Scarce msilib documentation,3216,2011-06-18.18:12:43,2008-06-27.14:37:49,1
shutil.copytree error handling non-standard and partially broken,7969,2011-06-15.13:40:35,2010-02-19.22:04:16,1
shlex refactoring,7594,2011-06-14.16:03:49,2009-12-29.08:07:40,1
data_files are not installed relative to sys.prefix,9363,2011-06-14.15:23:33,2010-07-23.23:01:24,1
2to3 to simultaneously do code and doctests,9273,2011-06-14.15:21:26,2010-07-16.15:48:43,1
installer ignores changed installation directory,1207466,2011-06-12.18:46:28,2005-05-24.02:21:55,1
Document pydoc.help,12300,2011-06-11.02:40:37,2011-06-09.16:18:59,1
3.x ignores sys.tracebacklimit=0,12276,2011-06-11.02:17:34,2011-06-07.08:48:21,1
Building PEPs doesn't work on Python 3,12305,2011-06-10.16:22:15,2011-06-10.00:32:14,1
"Docstrings of non-data descriptors ""ignored""",8488,2011-06-09.16:12:09,2010-04-21.18:25:07,1
2to3 does not preserve line endings,11594,2011-06-09.15:13:39,2011-03-18.16:27:27,1
build process adds CWD (null entry) to PYTHONPATH if PYTHONPATH is set in the build environment,12282,2011-06-09.13:12:03,2011-06-08.03:10:57,1
Risk of confusion in multiprocessing module - daemonic processes,5906,2011-06-07.13:06:28,2009-05-02.16:27:59,1
embedded python import cmath,12232,2011-06-07.01:23:09,2011-06-01.00:31:39,1
bdist_wininst install_script not run on uninstall,12200,2011-06-03.15:49:51,2011-05-28.02:08:46,1
get_msvcr() returns None rather than [],5043,2011-06-01.20:48:41,2009-01-24.17:50:48,1
file_dealloc() assumes errno is set when EOF is returned,3014,2011-06-01.20:42:24,2008-05-30.21:54:10,1
NetBSD curses KEY_* constants,9667,2011-06-01.06:31:42,2010-08-24.10:15:13,1
Error message for incorrect number of (function) args is incorrect,9326,2011-05-30.15:20:56,2010-07-21.20:44:05,1
"Distutils is reporting OSX 10.6 w/ XCode 4 as ""universal""",11623,2011-05-30.06:08:42,2011-03-21.16:43:39,1
"Cross-link 2to3 documentation, what’s new and pyporting howto",11644,2011-05-28.13:12:15,2011-03-22.23:59:52,1
merge PC/getpathp.c into Modules/getpath.c,9654,2011-05-26.16:21:27,2010-08-20.21:41:07,1
doctest not working on nested functions,12055,2011-05-24.16:00:11,2011-05-11.11:56:40,1
There is no way of determining which ABCs a class is registered against,5405,2011-05-24.05:12:32,2009-03-02.10:37:00,1
AttributeError should report the same details when raised by lookup_special() as when raised in the REPL,12022,2011-05-23.14:09:44,2011-05-06.20:07:21,1
Allow an abc.abstractproperty to be overridden by an instance data attribute,12128,2011-05-23.10:33:14,2011-05-20.17:15:02,1
strftime strips '%' from unknown format codes on OS X,9811,2011-05-18.08:22:16,2010-09-09.09:59:03,1
configure shouldn't set a default OPT,10663,2011-05-07.15:18:28,2010-12-09.19:25:28,1
frame.f_locals keeps references to things for too long,6116,2011-05-07.00:03:23,2009-05-26.15:27:04,1
deprecate shutil.copy2,11989,2011-05-06.16:56:56,2011-05-03.21:17:59,1
Report correct coverage.py data for tests that invoke subprocesses,11978,2011-05-02.13:48:52,2011-05-02.13:46:09,1
Missing WSA* error codes,11953,2011-04-28.22:47:32,2011-04-28.22:38:42,1
Extend subprocess.kill to be able to kill process groups,5115,2011-04-26.21:09:52,2009-01-31.02:50:59,1
Remove non-guaranteed implementation details from docs.,11846,2011-04-25.18:45:57,2011-04-14.21:12:46,1
TarFile.gettarinfo modifies self.inodes,11899,2011-04-23.13:23:27,2011-04-21.15:16:37,1
PDF documentation: long verbatim lines are cut off at right hand side,4173,2011-04-23.01:23:41,2008-10-22.14:11:56,1
"""pydoc -w"" causes ""no Python documentation found"" error when the path is not current directory",11831,2011-04-15.17:00:16,2011-04-12.00:42:44,1
ElementTree documentation,10605,2011-04-14.16:54:50,2010-12-02.14:51:15,1
mingw64 does not link when building extensions,11722,2011-03-31.22:13:24,2011-03-30.16:21:44,1
errors in atexit hooks don't change process exit code,11654,2011-03-30.13:43:08,2011-03-23.20:26:52,1
Change in cgi behavior breaks existing software,5340,2011-03-28.18:45:29,2009-02-21.19:11:50,1
unittest discover should recurse into packages which are already in sys.path,11683,2011-03-26.22:58:09,2011-03-26.14:36:41,1
"Remove unneeded ""context"" pointer from getters and setters",5880,2011-03-26.12:20:20,2009-04-29.16:15:23,1
"""Expand 10 after"" on rietveld shows a duplicate line",11645,2011-03-23.00:33:04,2011-03-23.00:19:00,1
distutils produces invalid RPM packages of prerelease python packages,5474,2011-03-21.00:44:48,2009-03-11.04:15:16,1
print followed by exception eats print with doctest,3722,2011-03-20.23:22:01,2008-08-29.10:54:12,1
extra_path kwarg to setup() undocumented,901727,2011-03-20.22:34:33,2004-02-21.15:04:07,1
Enhance Cmd support for docstrings and document it.,7913,2011-03-20.15:50:31,2010-02-11.18:57:20,1
Fix refcounting details in Py3k C API documentation,9755,2011-03-19.19:11:21,2010-09-03.11:43:41,1
stack tracebacks should give the relevant class name,11007,2011-03-19.19:08:35,2011-01-25.15:12:24,1
Improve Unicode Documentation with Known Caveats,11573,2011-03-17.23:37:21,2011-03-16.17:15:40,1
"Wrong linker command if CXX set to ""ccache g++""",6863,2011-03-16.23:50:15,2009-09-08.13:05:37,1
Use directories from configure rather than hardcoded,858809,2011-03-16.13:55:16,2003-12-12.10:24:30,1
locale.getdefaultlocale() envvars default code and documentation mismatch,6981,2011-03-12.13:39:06,2009-09-23.19:35:02,1
Added clearerr() to clear EOF state,1706039,2011-03-11.15:56:21,2007-04-23.17:21:41,1
extended slicing not sufficiently covered in docs,7460,2011-03-09.03:15:03,2009-12-08.17:20:56,1
Documentation for __getattr__,8722,2011-03-09.02:39:38,2010-05-15.04:10:57,1
Add import fix for email.Message,11414,2011-03-07.17:03:21,2011-03-06.16:29:22,1
os.mkdir() and os.mkdirat() don't apply SUID/SGID permissions,11355,2011-03-05.18:32:39,2011-02-28.19:40:37,1
Document why xml.etree.ElementTree.Element has no reference to parent,11368,2011-03-04.13:40:41,2011-03-02.01:58:34,1
ftplib passive ftp problem on multihomed clients,1661754,2011-03-03.22:24:05,2007-02-16.19:36:59,1
Linking to gcc's gomp causes crash later.,11275,2011-02-28.00:22:19,2011-02-21.17:54:35,1
2to3 throws AttributeError during distutils installation with -O,11255,2011-02-25.22:58:38,2011-02-20.10:28:06,1
TextIOWrapper.readline and str.splitlines have different behavior,11305,2011-02-24.02:45:03,2011-02-24.02:19:52,1
Arguments to various types not specified in types module,11151,2011-02-08.22:52:33,2011-02-08.13:09:55,1
"""tarfile.ReadError: file could not be opened successfully"" if compiled without zlib",8978,2011-02-08.13:03:48,2010-06-11.21:48:52,1
Add PYDOCPAGER envvar to specify pager for pydoc,8637,2011-02-07.15:35:06,2010-05-06.15:33:44,1
decimal.py: to_integral() corner cases,11128,2011-02-07.11:02:16,2011-02-05.13:06:48,1
setting f_exc_traceback aborts in debug builds,4724,2011-02-02.19:46:01,2008-12-22.17:20:18,1
send/recv SEGMENT_SIZE should be used more in socketmodule,1103350,2011-02-02.18:11:46,2005-01-16.15:01:11,1
cgitb.py should assume a binary stream for output,10479,2011-01-31.04:43:32,2010-11-21.05:37:14,1
Attribute assignment on object() instances raises wrong exception,7659,2011-01-27.04:18:14,2010-01-08.16:32:11,1
cookielib lacks FileCookieJar class for Internet Explorer,2007,2011-01-26.17:54:27,2008-02-04.19:35:52,1
cgi memory usage,10879,2011-01-25.00:25:15,2011-01-10.08:34:34,1
abitype: Need better support to port C extension modules to the stable C API,10943,2011-01-21.23:42:08,2011-01-19.08:38:46,1
trace module compares directories as strings (--ignore-dir),10896,2011-01-19.15:40:45,2011-01-12.14:44:16,1
Unify trace and profile interfaces,9941,2011-01-12.16:21:34,2010-09-24.16:57:45,1
time.strftime may hung while trying to open /etc/localtime but does not release GIL,7739,2011-01-11.00:11:27,2010-01-19.09:23:55,1
bdist_wininst ignores build_lib from build command,1109963,2011-01-11.00:05:41,2005-01-26.15:52:56,1
msgfmt cannot cope with BOM,1697943,2011-01-10.22:19:48,2007-04-10.20:58:04,1
subprocess.pipe function,3548,2011-01-03.23:59:57,2008-08-12.17:23:58,1
"""Thread State and the Global Interpreter Lock"" section of the docs doesn't cover TLS APIs",5840,2011-01-03.20:27:08,2009-04-25.12:58:37,1
multiprocess.Process join method - timeout indistinguishable from success,10673,2011-01-03.19:57:11,2010-12-10.14:36:02,1
process SysV-Semaphore support,5725,2010-12-29.17:45:30,2009-04-09.05:20:51,1
Select() failure (race condition),1705393,2010-12-26.01:46:24,2007-04-22.20:38:27,1
posix_access swallows all errors,10758,2010-12-22.20:16:54,2010-12-22.12:45:08,1
tarfile iterator without members caching,10261,2010-12-12.12:17:27,2010-10-31.11:19:56,1
distutils support for swig is under par,1016626,2010-12-03.21:04:01,2004-08-26.09:11:49,1
swig support in distutils should use the build and temp dirs,2624,2010-12-03.21:03:53,2008-04-12.12:53:23,1
Graphviz output for 2to3 fixer patterns,9621,2010-12-02.20:28:22,2010-08-16.15:39:57,1
sysconfig: _get_default_scheme can be made public?,8772,2010-11-26.02:08:01,2010-05-20.00:37:09,1
http.server - what is executable on Windows,10483,2010-11-23.09:51:52,2010-11-21.07:26:29,1
SimpleHTTPRequestHandler directory bugs,10231,2010-11-22.09:17:32,2010-10-29.13:10:33,1
implement ability to disable automatic search path additions,7713,2010-11-18.01:55:30,2010-01-16.15:01:28,1
Make some setup.py paths exclude-able,8406,2010-11-18.01:54:21,2010-04-15.03:12:31,1
imaplib should provide a means to validate a remote server ssl certificate(s),10274,2010-11-17.09:50:26,2010-11-01.03:55:32,1
xml-rpc Server object does not propagate the encoding to Unmarshaller,9006,2010-11-12.00:41:47,2010-06-16.09:20:34,1
TextIOWrapper Buffering Inconsistent Between _io and _pyio,7955,2010-10-29.10:07:21,2010-02-18.06:41:15,1
ctypes.xFUNCTYPE are decorators.,4260,2010-10-29.10:07:21,2008-11-05.05:51:02,1
Popen() object stdout attribute reassignment behaviour,3687,2010-10-29.10:07:21,2008-08-26.15:57:45,1
ftplib doesn't check close status after sending file,10202,2010-10-28.14:14:32,2010-10-26.19:04:47,1
ExpatError not property wrapped,10108,2010-10-27.10:23:29,2010-10-14.21:54:28,1
Turtle speed() function has no effect under Mac OS X,3062,2010-10-19.21:17:08,2008-06-08.11:06:53,1
xmlrpclib does not handle some non-printable characters properly,10066,2010-10-14.21:03:59,2010-10-11.16:16:39,1
Format parser is too permissive,10021,2010-10-08.22:55:18,2010-10-04.16:24:04,1
Update multiprocessing docs re: freeze_support,5501,2010-10-04.18:13:45,2009-03-17.18:01:43,1
shutil.copyfile -- allow sparse copying,10016,2010-10-04.12:03:53,2010-10-02.14:16:54,1
Inconsistent naming of custom command in setup.py help output,6860,2010-09-30.01:01:57,2009-09-08.01:08:32,1
zsh-style subpattern matching for fnmatch/glob,4573,2010-09-27.20:40:12,2008-12-07.08:17:56,1
Export more libreadline API functions,1175004,2010-09-23.10:20:33,2005-04-01.19:30:23,1
"base64 ""legacy"" functions violate RFC 3548",1753718,2010-09-17.18:27:12,2007-07-13.18:13:54,1
__call__.__call__ chain cause crash when long enough,9743,2010-09-13.06:46:28,2010-09-02.14:36:32,1
include higher (../../) dirs fails,9261,2010-09-08.03:01:31,2010-07-14.16:20:36,1
Recursive variable definition causes sysconfig infinite loop,919238,2010-09-07.13:31:53,2004-03-19.03:15:15,1
allow multiple threads to efficiently send the same requests to a processing.Pool without incurring duplicate processing,3735,2010-08-31.10:51:47,2008-08-29.23:07:08,1
sndhdr.what() does not recognize wav file,1611944,2010-08-25.14:36:32,2006-12-09.02:37:48,1
tokenize.generate_tokens doesn't always return logical line,5028,2010-08-22.00:25:38,2009-01-22.01:39:01,1
distutils extension library path bug on cygwin,1289136,2010-08-21.19:27:33,2005-09-12.22:04:55,1
Encodings and aliases do not match runtime,1249749,2010-08-21.18:46:24,2005-08-01.18:23:30,1
distutils relative path errors,9023,2010-08-21.17:42:46,2010-06-18.08:47:29,1
Explain the default timeout in http-client-related libraries,8595,2010-08-19.13:16:45,2010-05-02.02:54:42,1
Improved doctest REPORT_*DIFFs with ELLIPSIS and/or NORMALIZE_WHITESPACE,9640,2010-08-19.11:06:03,2010-08-19.11:04:09,1
Interrupt/kill threads w/exception,1509060,2010-08-09.03:40:42,2006-06-20.04:30:39,1
make install change: Allow $DESTDIR to be relative,1520879,2010-08-09.03:34:55,2006-07-11.23:56:10,1
ftplib Persistent data connection,2628,2010-08-07.16:33:11,2008-04-13.23:50:10,1
pulldom.SAX2DOM Doesn't support processing instructions before the root element,9453,2010-08-02.10:53:49,2010-08-02.10:49:16,1
